Unnamed: 0,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
972820,74,Gritty McDuff's Brewing Company,1166747837,3.5,3.5,3.5,mountdew1,Extra Special / Strong Bitter (ESB),3.5,3.0,Gritty McDuff's Christmas Ale,6.2,708
1141385,863,Russian River Brewing Company,1142196289,4.5,4.5,4.0,weeare138,American Wild Ale,4.5,4.5,Deification,6.35,27661
599304,1549,Goose Island Beer Co.,1270376042,3.0,4.0,3.0,caresville,American Wild Ale,3.0,2.0,Juliet,6.7,45368
949736,287,"Bell's Brewery, Inc.",1239066617,3.0,4.0,3.5,jeremyd365,Scottish Ale,4.0,3.0,Bell's Christmas Ale,5.4,45765
452469,590,New Glarus Brewing Company,1295419240,5.0,4.5,4.5,burnheartsMKE,Belgian Pale Ale,4.5,4.5,R&D Golden Ale,7.0,51187
426900,176,Würzburger Hofbräu AG,1167964872,5.0,4.0,4.0,emerge077,Hefeweizen,5.0,4.0,Julius Echter Hefe-Weissbier Hell,4.9,613
612618,199,Ballast Point Brewing Company,1242379940,4.0,4.5,4.0,Overlord,American Amber / Red Ale,4.0,4.5,Tongue Buckler - Imperial Red Ale,10.0,7306
552058,3474,Listermann Brewing Supply & Mfg,1274213094,4.0,4.5,4.5,mazdarx,Irish Dry Stout,4.0,4.0,Stout,,57486
1585898,3835,Drake's Brewing Co.,1226499455,4.0,4.0,4.5,hopdog,Russian Imperial Stout,4.0,4.0,Drake's Drakonic Imperial Stout,8.75,12172
1200696,9629,Short's Brewing Company,1249350567,5.0,4.5,4.5,SPLITGRIN,American Stout,4.5,4.5,Short's Cup A Joe Coffee Creme Stout,7.0,32941
1168609,10099,Dogfish Head Brewery,1160851436,4.5,4.5,4.0,Osiris9588,Herbed / Spiced Beer,4.5,4.5,Chateau Jiahu,10.0,24259
650382,30,Avery Brewing Company,1206532028,4.0,4.0,4.5,IBUnit63,Belgian Strong Dark Ale,4.5,4.0,Collaboration Not Litigation Ale,8.72,34877
652168,16057,Maui Brewing Co.,1277511893,4.5,4.0,4.0,mithrascruor,American IPA,4.0,4.0,Big Swell IPA,6.8,40628
278487,1103,Nimbus Brewing Company,1049014335,4.5,4.5,5.0,Gusler,Oatmeal Stout,4.5,4.5,Nimbus Oatmeal Stout,5.0,3408
306546,35,Boston Beer Company (Samuel Adams),1234856437,4.0,3.0,3.0,PeprSprYoFace,Fruit / Vegetable Beer,3.5,3.5,LongShot Grape Pale Ale,5.35,40919
1030894,39,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,1160632423,4.5,4.0,4.0,TrojanBrewer,Doppelbock,4.0,4.5,Ayinger Celebrator Doppelbock,6.7,131
477941,7406,Bitter Root Brewing,1316475064,4.5,4.5,4.5,ShogoKawada,American Blonde Ale,5.0,4.0,Sawtooth Ale,5.4,17393
1389976,152,Young & Co Brewery PLC,1069798425,4.0,4.0,4.0,BSF,English Pale Ale,3.5,4.0,Young's Champion Live Beer,5.0,14408
350586,306,Coors Brewing Company,1162232326,3.0,2.0,2.5,Osiris9588,American Amber / Red Lager,2.5,3.0,Killian's Irish Red,4.9,909
1406280,21429,Vakka-Suomen Panimo,1257280688,4.5,4.0,4.0,baggio,Smoked Beer,4.0,4.0,Vakka-Suomen Prykmestar Savu Kataja,9.0,53892
375071,22,Unibroue,1235057469,4.5,4.0,4.0,clayrock81,Belgian Strong Dark Ale,4.5,4.0,Maudite,8.0,33
118661,302,Genesee Brewing Co. / Dundee Brewing Co.,1122758293,3.0,3.0,4.0,jsp,American Pale Ale (APA),4.5,4.0,Dundee Pale Ale,5.3,18948
1486893,23980,Yuengling Brewery ,1269871459,3.5,3.0,4.0,Pencible,Bock,2.5,3.0,Yuengling Bock,5.1,47812
637715,30,Avery Brewing Company,1222824277,3.5,3.0,3.5,TexIndy,American Wild Ale,4.0,3.5,Avery Anniversary Ale - Fifteen,7.68,42353
446215,590,New Glarus Brewing Company,1195790993,4.0,4.0,4.0,plaztikjezuz,Bock,4.0,4.5,Uff-da,6.7,2565
520567,113,Samuel Smith Old Brewery (Tadcaster),1083165230,4.0,4.5,4.5,Foxman,English Porter,4.0,4.0,"Samuel Smith's, The Famous Taddy Porter",5.0,572
525486,661,Muskoka Brewery,1293415146,4.0,3.0,4.0,MeisterBurger,American Double / Imperial Stout,2.0,3.0,Muskoka Double Chocolate Cranberry Stout,8.0,64132
1087888,1550,Rock Bottom Restaurant & Brewery,1145749503,3.5,3.5,4.0,DarkerTheBetter,English Barleywine,2.5,3.5,Broad Street Barley Wine,9.8,30091
477199,2980,Alameda Brewhouse,1257195020,4.5,4.5,4.0,DNICE555,American IPA,4.5,4.5,El Torero Organic IPA,7.1,31413
1025704,21281,Cowaramup Brewing Company,1314927771,3.0,4.0,3.5,laituegonflable,English Pale Ale,3.0,3.5,Cowaramup Special Pale Ale,4.9,68500
645245,30,Avery Brewing Company,1240413575,4.5,4.5,4.5,giblet,Märzen / Oktoberfest,4.5,4.5,The Kaiser,10.03,19425
287404,35,Boston Beer Company (Samuel Adams),1237385409,3.5,4.0,4.5,CampusCrew,Irish Red Ale,4.0,3.5,Samuel Adams Irish Red,5.8,38365
1451606,412,Kulmbacher Brauerei AG,1145848136,3.5,3.5,3.5,libertygrails,Eisbock,3.0,3.5,Kulmbacher Reichelbrau Eisbock,9.2,11582
1206504,880,Straub Brewery,1135066841,3.5,2.5,3.0,Phatz,American Adjunct Lager,3.5,2.5,Straub Beer,4.3,2832
727718,5431,"Pikra, Inc.",1080702929,3.0,2.5,2.5,Globetrotter,Euro Pale Lager,3.0,3.0,Kupecheskoye Osoboye,4.0,16862
530884,743,Lancaster Brewing Company,1092533504,3.5,4.0,4.0,blitheringidiot,Milk / Sweet Stout,4.0,4.0,Milk Stout,5.3,3960
415236,73,Great Lakes Brewing Company,1299307441,4.5,4.5,3.5,homebrew311,Russian Imperial Stout,4.0,4.0,Great Lakes Barrel-Aged Blackout Stout,9.5,27143
248259,215,Bières de Chimay S.A.,1247102547,5.0,4.5,4.0,GJ40,Belgian Strong Dark Ale,4.5,5.0,Chimay Grande Réserve (Blue),9.0,2512
748390,16315,BrewDog,1281477454,5.0,4.0,4.0,ZX6Chris,American Double / Imperial Stout,5.0,5.0,Tactical Nuclear Penguin,32.0,54571
1389127,17998,Brasserie Trois Dames,1307950092,3.5,4.0,3.5,Rizalini,Milk / Sweet Stout,3.0,3.5,La Semeuse Espresso Stout,7.5,45412
165063,610,Bear Republic Brewing Co.,1119161170,4.5,4.0,3.5,tryemall,American Double / Imperial Stout,4.5,4.5,Big Bear Black Stout,8.1,1658
316242,35,Boston Beer Company (Samuel Adams),1226235624,2.0,2.5,3.0,dmamiano,Fruit / Vegetable Beer,3.0,2.5,Samuel Adams Cranberry Lambic,5.9,1903
1522526,45,Brooklyn Brewery,1302218330,3.5,3.5,4.0,Pahn,Belgian Pale Ale,4.5,4.0,Brooklyn Main Engine Start,6.2,66716
349263,306,Coors Brewing Company,1272739593,3.0,2.5,2.0,jvmudd01,Light Lager,2.0,1.5,Coors Light,4.2,837
247618,215,Bières de Chimay S.A.,1041436691,5.0,4.5,4.5,mzwolinski,Belgian Strong Dark Ale,4.5,5.0,Chimay Grande Réserve (Blue),9.0,2512
342418,207,Brasserie de Rochefort,1243715962,4.5,4.5,4.5,dublife1,Quadrupel (Quad),4.5,5.0,Trappistes Rochefort 10,11.3,645
1446483,63,Deschutes Brewery,1308541948,4.5,4.0,3.5,DavoleBomb,Flanders Oud Bruin,4.5,4.5,The Dissident,10.5,44409
1015051,1416,Uinta Brewing Company,1218664934,4.0,3.5,4.0,JoeyBeerBelly,American Pale Wheat Ale,4.0,3.5,Rype,4.0,44028
1089615,912,Cerveceria Nacional Dominicana,1223308078,2.0,2.0,3.0,Marcus6679,American Adjunct Lager,2.0,2.0,Presidente,5.0,2910
1271800,1003,Brasserie De Silenrieux S.A. (Chez L'Père Sarrasin),1196089603,3.5,3.0,4.0,stcules,Belgian Pale Ale,3.0,3.0,Leireken Amber,6.0,33625
616878,10097,Harpoon Brewery,1228180482,4.0,4.0,4.0,auxiliary,Wheatwine,4.5,4.0,Harpoon Leviathan - Triticus,11.5,43328
682625,580,Browar &#321;om&#380;a Sp. z o.o.,1000944001,4.0,3.0,4.0,Todd,Dortmunder / Export Lager,4.0,3.5,Lomza Export,5.7,1564
1380420,180,Brouwerij Huyghe,1092787117,4.0,4.5,3.5,Gusler,Tripel,3.5,4.0,St. Idesbald Tripel,9.0,19377
101661,8264,Nørrebro Bryghus,1262272897,4.0,3.5,4.0,atis,Winter Warmer,4.5,4.0,Nørrebro Julebryg,7.0,34737
1115194,141,Smuttynose Brewing Company,1212540901,3.0,3.0,4.0,wwheeler,American Double / Imperial IPA,2.5,3.0,Smuttynose Big A IPA (Big Beer Series),9.6,4394
834251,703,Erdinger Weissbräu,1308055038,3.5,3.0,3.5,dbaker61,Hefeweizen,3.5,2.5,Erdinger Weissbier,5.6,2434
1550673,345,Victory Brewing Company,1183511050,4.5,4.5,4.0,rowew,Hefeweizen,4.0,4.5,Sunrise Weiss,5.7,1014
170332,19213,Blue Hills Brewery,1285880704,2.5,3.5,3.0,jneiswender,Fruit / Vegetable Beer,2.5,2.0,Watermelon Wampatuck Wheat,4.8,51152
1259154,112,North Coast Brewing Co.,1243998405,4.5,5.0,4.5,wolfsleepy,American Amber / Red Ale,4.0,4.0,Ruedrich's Red Seal Ale,5.5,410
956288,193,Anderson Valley Brewing Company,1302541728,4.0,4.0,4.0,spinrsx,Extra Special / Strong Bitter (ESB),4.0,4.0,Boont ESB,6.8,619
310327,35,Boston Beer Company (Samuel Adams),1306166332,3.5,3.5,3.0,bucklemyshoe,Light Lager,4.0,3.5,Sam Adams Light,4.0,1503
319209,35,Boston Beer Company (Samuel Adams),1291771136,4.0,3.0,3.5,BranfordBound,Bock,4.0,3.0,Samuel Adams Winter Lager,5.5,101
507829,132,Rogue Ales,1108082640,4.0,5.0,4.0,OStrungT,American Stout,4.5,4.5,Chocolate Stout,6.0,1118
101237,8264,Nørrebro Bryghus,1295318539,4.0,4.0,3.5,tytoanderso,Tripel,4.0,3.5,Tripel De Lente Sauternes Barrel,9.0,59394
281015,35,Boston Beer Company (Samuel Adams),1206626807,5.0,3.5,4.5,bobsy,Vienna Lager,3.0,4.5,Samuel Adams Boston Lager,4.9,104
1379461,180,Brouwerij Huyghe,1209492712,4.0,4.0,3.5,ATPete,Belgian Strong Pale Ale,4.5,4.0,La Guillotine,8.5,3976
282824,35,Boston Beer Company (Samuel Adams),1256104365,4.0,4.0,4.0,Scrapss,Vienna Lager,4.0,4.0,Samuel Adams Boston Lager,4.9,104
797839,187,Brouwerij Lindemans,1276832355,4.0,4.0,3.5,AgentZero,Lambic - Fruit,3.5,4.5,Lindemans Pêche,4.0,598
1159588,293,Bass Brewers Limited,1241400486,4.5,3.0,3.0,Foolmonkey,English Pale Ale,3.5,4.0,Bass Pale Ale,5.0,811
1048469,710,Jacob Leinenkugel Brewing Company,1219703056,4.0,2.5,3.0,Metalmonk,Fruit / Vegetable Beer,4.0,3.5,Leinenkugel's Berry Weiss,4.7,2967
1135496,863,Russian River Brewing Company,1295759936,4.5,5.0,4.5,pburland23,American Double / Imperial IPA,4.5,5.0,Pliny The Elder,8.0,7971
1190766,10099,Dogfish Head Brewery,1238470777,2.0,3.0,3.5,bluemoonswoon,American IPA,3.0,3.0,ApriHop,7.0,3951
837106,5316,Full Sail Brewery & Tasting Room & Pub,1133590308,1.5,1.5,2.0,warmstorage,Winter Warmer,2.0,1.5,Full Sail Wassail,7.0,217
82221,140,Sierra Nevada Brewing Co.,1274404445,4.0,4.0,5.0,kmo1030,American Double / Imperial Stout,4.5,4.5,30th Anniversary - Fritz And Ken's Ale,9.2,56761
112912,716,Asahi Breweries Ltd,1149265485,4.0,4.0,3.5,davidchollar,Foreign / Export Stout,4.0,3.5,Asahi Stout,8.0,7561
585717,18564,Upslope Brewing Company,1292467550,3.5,3.5,3.5,Rayek,American Brown Ale,3.5,3.5,Brown Ale,6.7,63958
81430,140,Sierra Nevada Brewing Co.,1243911924,4.0,3.0,3.0,ThePeskyDingo,Czech Pilsener,4.0,3.0,Sierra Nevada Summerfest Lager,5.0,3558
1240144,209,Guinness Ltd.,1144477727,2.5,2.0,3.0,JerzDevl2000,Euro Pale Lager,2.0,2.5,Harp Lager,5.0,862
234019,1628,Southampton Publick House,1099963322,3.5,4.0,4.0,Rastacouere,Saison / Farmhouse Ale,3.5,3.5,Southampton Peconic County Reserve Ale,6.5,8668
190153,2743,Green Flash Brewing Co.,1273175262,4.0,4.0,4.0,alcurtsinger,American IPA,4.0,4.5,Green Flash West Coast I.P.A.,7.3,22505
69726,140,Sierra Nevada Brewing Co.,1291496573,4.0,4.0,3.0,donkeyrunner,Hefeweizen,3.5,4.0,Sierra Nevada Kellerweis Hefeweizen,4.8,48434
1539285,835,Barley Creek Brewing Company,1227401117,3.0,3.0,3.5,hopdog,Märzen / Oktoberfest,3.0,3.5,Harvest Moon,,31202
548395,583,Saint Louis Brewery / Schlafly Tap Room,1231625130,4.0,4.5,4.5,johnnybgood1999,American Barleywine,5.0,4.5,Schlafly Reserve - Barleywine Style Ale,10.2,34514
368407,22,Unibroue,1231657960,5.0,4.0,4.5,damienblack,Belgian Strong Pale Ale,4.5,4.5,Don de Dieu,9.0,694
1546595,345,Victory Brewing Company,1315785008,4.5,4.5,4.5,ectomorph,Saison / Farmhouse Ale,4.0,5.0,Helios  (V Saison),7.5,47776
1380153,180,Brouwerij Huyghe,1079318423,5.0,4.0,4.0,Stubbie1,Belgian Strong Dark Ale,4.0,4.5,Delirium Noël,10.0,2347
805285,18149,The Lost Abbey,1266294779,4.5,5.0,4.0,largadeer,American Strong Ale,5.0,5.0,The Angel's Share Grand Cru,12.0,56129
459438,12375,Mt. Carmel Brewing Company,1252696894,4.0,3.5,4.0,ChainGangGuy,American Amber / Red Ale,4.0,3.5,Amber Ale,6.0,47754
35598,1199,Founders Brewing Company,1267159074,4.5,4.0,4.5,elgiacomo,American Porter,4.5,4.5,Founders Porter,6.5,7348
221434,158,Great Divide Brewing Company,1314110820,4.0,4.0,4.0,abrand,American Barleywine,3.5,3.5,Old Ruffian Barley Wine,10.2,20931
