Unnamed: 0,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
1554048,345,Victory Brewing Company,1284299454,3.5,4.5,4.5,zoso1967,American Brown Ale,3.5,4.0,Victory Village,5.1,60841
975546,470,Abbaye de Leffe S.A.,1199830054,2.5,1.5,5.0,xare,Belgian Pale Ale,4.5,2.0,Leffe Blonde,6.6,2137
677117,32,Brauerei Beck & Co.,1203471389,3.0,3.5,3.0,KeggerKen,Märzen / Oktoberfest,3.5,3.0,Beck's Oktoberfest,5.0,83
1517739,735,21st Amendment Brewery,1269492698,4.0,4.0,4.0,CaliBeerLover86,Belgian Strong Dark Ale,4.0,4.0,Monk's Blood,8.3,52510
815591,99,Matt Brewing Company,1199160930,4.0,3.0,4.5,SirSaranac,Bock,3.5,3.5,Saranac Black Diamond Bock,6.0,34304
1425120,385,Midnight Sun Brewing Co.,1307659785,4.0,4.5,4.0,MasterSki,Belgian Strong Dark Ale,4.5,4.0,Oak Aged Monk's Mistress Dark Strong Ale,11.5,24489
129316,18990,Joseph James Brewing Inc.,1310612226,3.5,3.0,4.0,mikechance,American Double / Imperial IPA,4.0,3.0,Hop Box,9.3,56599
1229065,1317,Triumph Brewing Company,1215043910,4.0,3.5,4.0,NJpadreFan,Gose,4.0,4.0,Gose,,43511
362226,945,Brasserie Belle-Vue,1305253723,4.5,4.5,4.0,craytonic,Gueuze,4.5,4.0,Belle Vue Sélection Lambic,5.2,9288
1298010,29,Anheuser-Busch,1241719784,4.0,4.0,3.5,generallee,Dunkelweizen,4.0,4.0,Michelob DunkelWeisse,5.5,43929
33090,1199,Founders Brewing Company,1156557016,4.5,5.0,4.0,RoyalT,Old Ale,4.5,4.5,Founders Curmudgeon (Old Ale),9.8,24905
290361,35,Boston Beer Company (Samuel Adams),1215479339,5.0,4.0,4.0,allergictomacros,Weizenbock,4.5,5.0,LongShot Weizenbock,7.2,40922
199771,192,New Belgium Brewing,1262290763,4.0,3.5,3.5,flagmantho,Fruit / Vegetable Beer,3.5,4.0,Frambozen Raspberry Brown Ale,6.5,1910
1500067,259,Brouwerij St. Bernardus NV,1127700053,3.5,4.0,5.0,Noxious26,Quadrupel (Quad),3.5,4.0,St. Bernardus Abt 12,10.0,1708
165068,610,Bear Republic Brewing Co.,1118357010,4.5,4.0,5.0,cubedbee,American Double / Imperial Stout,4.5,4.0,Big Bear Black Stout,8.1,1658
346355,754,Erie Brewing Co.,1221743573,4.0,4.5,4.5,phantomwyse,Altbier,3.5,4.0,Heritage Alt,5.4,18885
564917,33,Berkshire Brewing Company Inc.,1278884962,4.5,4.5,4.5,Walken,Czech Pilsener,5.0,4.5,Berkshire Czech Pilsner,5.0,50166
1444212,63,Deschutes Brewery,1222959338,4.5,4.0,4.5,ckaufman,American Double / Imperial IPA,4.5,4.0,Hop Henge Experimental IPA,9.0,47434
435743,13165,Barons Brewing Company,1240282071,3.0,3.0,4.0,Tone,Extra Special / Strong Bitter (ESB),3.5,3.0,Barons Extra Special Bitter,4.7,33005
1300513,29,Anheuser-Busch,1107807730,4.0,2.5,1.5,javajeep1972,Light Lager,3.5,3.0,Bud Light,4.2,1320
751755,148,Belhaven Brewery Company Ltd.,1136927202,4.0,4.5,4.0,RBorsato,Scottish Ale,4.5,4.5,Belhaven Scottish Ale,5.2,1163
1346115,201,Brouwerij De Dolle Brouwers,1184112887,4.0,4.0,4.0,waughbrew,Belgian Strong Pale Ale,4.5,4.0,De Dolle Arabier,8.0,633
659904,3120,Alpine Beer Company,1308888495,4.0,3.5,4.0,srandycarter,American Brown Ale,3.5,4.0,Crazy Hazel,6.8,17056
1337733,26,Three Floyds Brewing Co. & Brewpub,1136583729,4.0,3.5,4.0,EvilKeith,Hefeweizen,3.5,3.5,Drunk Monk Hefeweizen,5.5,27625
786781,612,Flossmoor Station Restaurant & Brewery,1261028675,4.5,4.0,4.0,sgoodship,American Double / Imperial IPA,4.5,4.5,Freshly Überhopped (During Our Boil),9.6,51963
190087,2743,Green Flash Brewing Co.,1282493488,4.0,4.0,4.5,BeerFMAndy,American IPA,4.0,4.0,Green Flash West Coast I.P.A.,7.3,22505
1195541,887,Utenos Alus,1163649304,3.5,4.0,2.5,warmstorage,Baltic Porter,3.5,4.0,Porter,6.8,4878
12633,9020,Yazoo Brewing Company,1248121859,4.5,4.0,4.0,MasterSki,American IPA,4.0,4.0,Hop Project #13,,49067
1120304,141,Smuttynose Brewing Company,1159603794,2.5,4.0,4.0,alecellar,Pumpkin Ale,3.0,2.5,Smuttynose Pumpkin Ale,6.0,11819
1364965,220,Lagunitas Brewing Company,1256939418,4.0,4.5,4.0,Wisconsinality,American Double / Imperial IPA,4.0,4.0,Hop Stoopid,8.0,35738
24641,1199,Founders Brewing Company,1307918648,4.5,4.5,4.5,horshack7,Scotch Ale / Wee Heavy,4.5,4.5,Founders Dirty Bastard,8.5,7463
1021626,290,Binding-Brauerei AG,1262542774,3.5,3.5,3.5,Blakaeris,Low Alcohol Beer,3.5,3.5,Clausthaler Golden Amber,0.3,842
85562,140,Sierra Nevada Brewing Co.,1035401678,4.5,4.5,4.0,mickeymac,American IPA,4.0,4.5,Sierra Nevada Celebration Ale,6.8,1904
1252767,230,Barrington Brewery & Restaurant,1274739960,4.0,3.5,3.5,smibroncos,English Brown Ale,3.5,4.0,Barrington Brown Ale,,7779
945640,287,"Bell's Brewery, Inc.",1277437930,4.0,3.0,3.5,hangh,American Pale Lager,3.5,3.5,Bell's Lager Of The Lakes,4.5,33245
218498,158,Great Divide Brewing Company,1296341053,1.0,1.5,2.0,jpkoch1962,Old Ale,2.5,1.5,Hibernation Ale,8.7,1446
593604,1549,Goose Island Beer Co.,1144811477,3.5,3.0,3.0,skizziks,English Bitter,3.0,3.0,Honker's Ale,4.2,1157
54939,81,Heineken Nederland B.V.,1203394223,3.0,4.0,3.0,donteatpoop,Euro Dark Lager,3.5,3.5,Heineken Dark Lager,5.0,1167
681194,741,"Lakefront Brewery, Inc.",1230951069,4.0,4.0,4.0,Amalak,Munich Dunkel Lager,4.0,4.0,Eastside Dark,5.52,2220
278579,1103,Nimbus Brewing Company,1152104696,3.5,3.0,3.5,Solomon420,American Blonde Ale,3.5,3.5,Nimbus Dirty Güera (Blonde) Ale,3.5,3407
506651,132,Rogue Ales,1320623529,3.5,3.5,4.0,JackieTH,Fruit / Vegetable Beer,3.5,4.0,Morimoto Black Obi Soba Ale,4.8,31282
602691,14654,BIP (Beogradska Industrija Piva),1281047292,3.5,3.0,3.5,daliandragon,Euro Pale Lager,3.0,3.5,Beogradsko Pivo (Bg),5.0,55055
190604,2743,Green Flash Brewing Co.,1316483186,4.0,3.5,4.5,2xHops,American IPA,4.0,4.0,Green Flash West Coast I.P.A.,7.3,22505
1243234,209,Guinness Ltd.,1220224591,4.0,3.5,4.0,darklordlager,Irish Dry Stout,1.5,3.5,Guinness Draught,4.2,754
907421,142,Spaten-Franziskaner-Bräu,1119223365,4.0,3.5,4.0,Pepeton,Märzen / Oktoberfest,3.5,4.0,Spaten Oktoberfestbier Ur-Märzen,5.9,582
1020401,402,Old Dominion Brewing Company,1294112835,3.5,4.0,4.0,juhl31,English Barleywine,3.5,4.0,Dominion Millennium Ale,11.4,24395
438831,1000,Brewer's Alley Restaurant & Brewery,1273384462,3.5,3.5,4.0,therica,Fruit / Vegetable Beer,3.5,4.0,Brewer's Alley Wild Cherry Lager,,58160
892164,147,Stone Brewing Co.,1037535397,5.0,4.5,4.5,jreitman,American Strong Ale,5.0,5.0,Double Bastard Ale,10.5,1056
992977,2432,Klosterbrauerei Ettal / Ettaler Klosterbetriebe GmbH,1146434672,4.0,3.5,4.5,JulieRFoster,Doppelbock,3.5,4.0,Ettaler Curator Doppelbock (Original German Version),7.0,22229
1367878,220,Lagunitas Brewing Company,1300854689,3.5,3.5,4.0,silentjay,Russian Imperial Stout,3.0,4.0,Lagunitas Imperial Stout,9.9,1373
264402,68,Flying Dog Brewery,1173841051,3.5,4.0,4.0,surlysober,American Double / Imperial IPA,3.5,4.0,Double Dog Double Pale Ale,11.5,35754
1109639,17138,Copper Kettle Brewery,1240060257,4.0,3.5,3.5,tmoneyba,American Pale Wheat Ale,3.5,3.5,Celebration Wheat,,42876
1386085,16048,Hollister Brewing Co.,1276459727,4.0,4.0,4.0,augustgarage,American Double / Imperial IPA,4.0,4.5,Hip Hop,8.6,37369
272767,68,Flying Dog Brewery,1239752083,4.0,3.5,4.0,jbphoto88,Winter Warmer,4.0,4.0,K-9 Cruiser Winter Ale,7.4,732
853290,13307,Mikkeller ApS,1310614483,4.0,4.0,4.0,Mora2000,American Pale Ale (APA),4.0,4.5,Hop Bomb Challenge,6.0,71014
207220,192,New Belgium Brewing,1235193681,4.5,4.0,4.0,Dubhglas,Tripel,5.0,3.5,Trippel Belgian Style Ale,7.8,1054
388731,3,Abita Brewing Co.,1303169927,3.5,4.5,3.0,Tripphop,Fruit / Vegetable Beer,3.0,3.5,Strawberry Harvest Lager,4.2,23505
640408,30,Avery Brewing Company,1308027061,4.0,4.5,4.0,grittybrews,Witbier,4.0,4.0,White Rascal,5.6,9689
1021138,19915,Pale Horse Brewing Company,1251084588,3.0,3.5,3.0,velosuds,Irish Dry Stout,3.0,3.5,Pale Horse Stout,4.4,49482
598751,1549,Goose Island Beer Co.,1325738163,4.0,4.0,3.5,kojevergas,Flanders Oud Bruin,4.0,4.0,Madame Rose,7.0,51983
1504112,259,Brouwerij St. Bernardus NV,1293328804,4.0,4.0,5.0,Long813,Belgian Strong Dark Ale,3.5,4.0,Christmas Ale,10.0,39286
1393005,13371,Voodoo Brewing Company,1211930152,3.0,4.0,3.5,number1bum,Tripel,3.5,3.5,Gran Met,10.5,31545
1023718,353,"Carlton & United Breweries, Ltd.",1134527448,3.5,2.0,2.0,DaveFL1976,American Adjunct Lager,3.5,2.5,Victoria Bitter (VB),4.6,1541
424855,697,Kiuchi Brewery,1133987484,4.5,3.5,3.0,Brewfan,Belgian Strong Pale Ale,4.0,3.5,Hitachino Nest Red Rice Ale,7.0,4770
1030476,39,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,1211510481,4.5,4.5,5.0,PBBC,Doppelbock,4.5,5.0,Ayinger Celebrator Doppelbock,6.7,131
930096,287,"Bell's Brewery, Inc.",1294201222,4.5,4.5,4.0,hangh,American Stout,4.0,4.0,Bell's Special Double Cream Stout,6.1,2403
16556,1199,Founders Brewing Company,1281675592,3.5,4.5,4.0,Murchmac,American Double / Imperial Stout,4.0,4.0,Founders CBS Imperial Stout,10.6,47658
1492884,313,Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),1136256321,4.5,3.5,4.5,kmcnair,Belgian Pale Ale,5.0,4.0,Trappist Westvleteren Blonde,5.8,1808
313043,35,Boston Beer Company (Samuel Adams),1165852124,4.5,4.0,4.5,GPHarris,Milk / Sweet Stout,4.0,4.0,Samuel Adams Cream Stout,4.9,1879
693806,202,Brouwerij Bosteels,1158728675,4.0,4.5,3.5,czechsaaz,Belgian Strong Pale Ale,3.5,3.5,Pauwel Kwak,8.4,635
300132,35,Boston Beer Company (Samuel Adams),1323230932,4.5,4.0,4.0,spitInTheOcean,Bock,4.0,4.5,Samuel Adams Chocolate Bock,5.8,14309
1153728,454,Arcadia Brewing Company,1121919488,3.5,4.5,3.0,morbiddrumer,Scotch Ale / Wee Heavy,3.5,4.0,Arcadia Loch Down Scotch Ale,8.0,6384
40421,568,Browar Okocim S.A. (Carlsberg),1045395320,4.0,3.0,3.0,bditty187,Euro Pale Lager,4.0,4.0,Okocim (Zagloba) Premium Beer,5.9,1521
379216,2382,Brasserie Meteor,1313613856,4.0,4.0,4.0,americanbeerbuzz,Witbier,4.5,4.5,Blanche De Meteor,4.8,12213
1404411,1853,Sly Fox Brewing Company,1225934558,5.0,5.0,4.5,corey0212,Hefeweizen,4.0,4.0,Royal Weisse,5.4,7316
1337310,26,Three Floyds Brewing Co. & Brewpub,1241493030,4.5,4.0,4.0,Wetpaperbag,Irish Dry Stout,4.0,4.0,Black Sun Stout,6.5,7560
579999,2210,Firestone Walker Brewing Co.,1315279133,4.0,4.0,4.0,sureshot08,American IPA,4.0,4.5,Union Jack India Pale Ale,7.5,38180
775782,42,Brewery Ommegang,1188400532,5.0,3.5,3.5,sillygas,Quadrupel (Quad),4.5,4.0,Three Philosophers Belgian Style Blend (Quadrupel),9.8,3457
297282,35,Boston Beer Company (Samuel Adams),1196647364,4.0,4.5,4.0,ccrida,American Porter,3.5,4.0,Samuel Adams Holiday Porter,5.8,20564
637695,30,Avery Brewing Company,1223753881,2.0,3.0,3.5,Reagan1984,American Wild Ale,3.0,2.0,Avery Anniversary Ale - Fifteen,7.68,42353
736343,256,Lost Coast Brewery and Cafe,1102803238,4.0,3.0,3.0,AlexJ,English Brown Ale,3.0,4.0,Winterbraun,6.8,2147
547281,583,Saint Louis Brewery / Schlafly Tap Room,1302588503,4.0,3.5,4.5,DCon,American Amber / Red Ale,3.5,4.5,"Schlafly ""Sofa King"" Red Ale",5.5,68033
59858,16866,The Bruery,1261787178,4.5,3.0,4.0,Reagan1984,Quadrupel (Quad),4.0,4.5,Partridge In A Pear Tree,11.0,46418
1049766,710,Jacob Leinenkugel Brewing Company,1181425362,4.0,3.5,2.5,uglyblonde,American Adjunct Lager,3.0,4.0,Leinenkugel's Original,4.6,3333
813510,99,Matt Brewing Company,1130637685,3.0,3.5,3.5,Zorro,Märzen / Oktoberfest,2.5,3.0,Saranac Octoberfest,5.4,1522
1342072,2438,Browar Namys&#322;ów Sp. z o.o.,1128566354,2.5,2.5,4.0,sulldaddy,Euro Strong Lager,3.0,1.5,Rycerskie,7.0,6872
950195,287,"Bell's Brewery, Inc.",1251902141,4.0,4.0,4.5,washburnkid,American Porter,4.0,4.0,Bell's Porter,5.6,1287
1465402,96,Magic Hat Brewing Company,1067986407,4.0,4.0,4.0,Bighuge,German Pilsener,4.0,4.0,Mother Lager,5.0,12743
57135,16866,The Bruery,1282574278,4.5,4.5,4.0,CampusCrew,Saison / Farmhouse Ale,4.0,4.5,Saison Rue,8.5,42434
269323,68,Flying Dog Brewery,1289076545,4.0,4.0,3.5,lovindahops,American IPA,4.0,4.0,Snake Dog IPA,7.1,205
187938,782,"City Brewing Company, LLC",1158804335,4.0,3.5,4.0,Redrover,Märzen / Oktoberfest,3.0,3.5,Festbier,,2605
767003,1551,Gordon Biersch Brewery Restaurant,1185670580,4.0,4.0,4.0,jbsteiny,Munich Dunkel Lager,4.5,4.0,Gordon Biersch Dunkels,4.5,22076
1453596,2681,Oskar Blues Grill & Brew,1156140066,4.5,4.0,4.0,tonistruth,American Pale Ale (APA),4.0,4.5,Dale's Pale Ale,6.5,6518
