Unnamed: 0,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
734885,4089,Krönleins Bryggeri AB,1112474211,4.0,3.0,4.0,bark,German Pilsener,3.5,4.0,Hallands Pilsner,5.2,22854
42647,1315,Klosterbrauerei Weltenburg,1307460989,4.5,4.0,4.0,NeroFiddled,Munich Helles Lager,4.0,4.0,Weltenburger Kloster Barock-Hell,5.6,4786
1227746,26565,Steel Toe Brewing,1317440603,4.0,4.0,4.5,hardy008,American Blonde Ale,4.0,4.0,Provider,5.0,73417
1129142,105,Miller Brewing Co.,1114991687,2.0,2.0,2.0,Frozensoul327,American Adjunct Lager,2.0,2.0,Milwaukee's Best Ice,5.9,1484
361014,6372,Fort Collins Brewing,1208986316,3.5,3.5,4.0,ppoitras,American Stout,3.5,3.5,Chocolate Stout,5.3,20807
1510467,652,Central Waters Brewing Company,1307520458,4.5,4.0,5.0,mooselvlt,American Porter,4.5,4.5,Mudpuppy Porter,5.5,3085
983350,751,Big Sky Brewing Company,1272611421,4.0,4.0,4.5,JohnGalt1,American Double / Imperial Stout,3.5,4.0,Bottleworks XI Anniversary Ale,11.0,56416
1093777,1445,Barley Island Brewing Company,1212128928,4.0,3.0,4.5,DHermit,American Pale Ale (APA),4.0,3.5,Blind Tiger Pale Ale,4.8,4861
35963,1199,Founders Brewing Company,1230700721,4.0,4.0,4.0,bluemoonswoon,American Porter,4.5,4.0,Founders Porter,6.5,7348
859319,13307,Mikkeller ApS,1269747199,4.0,4.5,4.0,CaptinRedBeard,American Double / Imperial Stout,3.5,4.0,Beer Geek Breakfast,7.5,28877
372441,22,Unibroue,1126071750,5.0,4.5,4.0,goschool,Tripel,4.5,4.5,La Fin Du Monde,9.0,34
884262,147,Stone Brewing Co.,1305944126,3.0,3.0,3.0,Vierenner,American Barleywine,3.0,3.0,Stone Old Guardian Barley Wine Style Ale 2011,12.0,66268
939267,287,"Bell's Brewery, Inc.",1286974392,4.5,4.5,4.0,GDBEERMAN,American Double / Imperial IPA,4.5,4.5,Kalamazoo Hopsoulution Ale,9.0,42977
1382951,47,Brouwerij Boon,1298667842,4.5,4.0,3.5,ccm414,Lambic - Fruit,3.5,4.0,Boon Framboise,5.5,2427
542752,2372,Terrapin Beer Company,1297327957,3.5,3.0,4.0,dragonWhale,Wheatwine,4.0,3.5,Terrapin Gamma Ray,11.0,45275
604155,696,Thomas Hooker Brewing Company,1296283182,1.0,1.5,2.0,PEBKAC,Herbed / Spiced Beer,1.0,1.5,Thomas Hooker Nor'Easter Lager,6.0,46224
981342,569,Anadolu Efes Brewery,1200629198,2.5,2.5,3.0,1fastz28,German Pilsener,2.5,2.5,Efes Pilsener,5.0,1506
529894,743,Lancaster Brewing Company,1158712897,4.0,3.5,3.0,JohnnyM2002,American IPA,3.5,4.0,Hop Hog India Pale Ale,7.9,21324
1439829,63,Deschutes Brewery,1282258424,4.5,5.0,4.5,Dawkfan,American Double / Imperial Stout,4.5,4.5,The Abyss,11.0,34420
1147983,71,Fuller Smith & Turner PLC,1069536913,4.0,4.5,4.0,tar,English Porter,4.5,4.5,Fuller's London Porter,5.4,221
169085,610,Bear Republic Brewing Co.,1275503605,4.5,3.5,4.5,IronLover,American IPA,4.0,4.0,Racer 5 India Pale Ale,7.0,2751
1022668,8560,Hepworth & Co. (Brewers) Ltd.,1162587070,3.0,4.0,4.0,bark,English Porter,2.5,2.5,Curious Brew Admiral Porter,5.0,30575
1022246,922,Brouwerij der St. Benedictusabdij de Achelse,1257482879,5.0,4.0,4.0,GRG1313,Tripel,4.0,5.0,Trappist Achel 8° Blond,8.0,2948
323867,447,Pabst Brewing Company,1077172089,4.0,2.0,3.0,Charthepirate,American Adjunct Lager,4.0,3.0,Pabst Blue Ribbon (PBR),4.74,1331
1049442,710,Jacob Leinenkugel Brewing Company,1277448099,2.5,2.0,2.5,jsprain1,Vienna Lager,3.5,3.0,Leinenkugel's Red,4.9,2355
510573,19476,Beer Here,1260573430,4.0,4.0,4.5,augustgarage,Baltic Porter,4.5,4.5,Mørke - Pumpernickel Porter,7.5,53250
96688,140,Sierra Nevada Brewing Co.,1163977961,4.0,4.5,4.0,RJLarse,American IPA,4.5,4.0,Northern Hemisphere Harvest Wet Hop Ale,6.7,6549
482804,388,Brasserie Cantillon,1198448584,4.0,3.5,4.0,shbobdb,Lambic - Fruit,4.5,4.0,Cantillon Fou' Foune,5.0,5281
163643,610,Bear Republic Brewing Co.,1264810756,4.5,4.5,4.5,feelmefoam,Rye Beer,4.5,4.0,Hop Rod Rye,8.0,3158
934582,287,"Bell's Brewery, Inc.",1176495810,4.5,4.5,3.5,jsbrendle,American IPA,4.0,4.5,Two Hearted Ale,7.0,1093
986853,12142,Williams Brothers Brewing Company,1226553449,4.0,4.5,4.5,EatsTacos,Scottish Gruit / Ancient Herbed Ale,4.5,4.5,Ebulum Elderberry Black Ale,6.5,1555
1216981,4,Allagash Brewing Company,1219540287,4.0,4.0,4.5,fitzy84,Dubbel,4.0,4.0,Allagash Dubbel Ale,7.0,10
1497849,403,"Pyramid Breweries, Inc.",1065457004,4.0,3.5,4.0,draknurd,American IPA,3.5,4.5,Thunderhead IPA,6.7,1544
469213,392,Weyerbacher Brewing Co.,1227232362,3.0,3.5,3.5,brdc,American Wild Ale,3.5,3.5,Riserva,11.4,43217
496336,132,Rogue Ales,1252123672,4.5,4.5,5.0,EnojysAnyBeer,American Amber / Red Ale,5.0,4.5,Captain Sig's Northwestern Ale,6.2,51071
460435,12516,Thirsty Dog Brewing Company,1175659038,4.5,4.0,4.5,rhythmguitartz88,Russian Imperial Stout,4.0,4.5,Siberian Night Imperial Stout,9.7,8023
1321116,28,Anchor Brewing Company,1281497006,4.5,4.0,5.0,jjanega08,American Porter,3.5,4.0,Anchor Porter,5.6,61
954529,691,Blackstone Restaurant & Brewery,1170983528,4.5,3.5,4.5,Alkey,Oatmeal Stout,4.0,4.0,Oatmeal Stout,,2707
95559,140,Sierra Nevada Brewing Co.,1313451540,4.0,4.5,4.0,Chaney,American Strong Ale,4.5,4.0,Life & Limb,10.2,54089
165200,610,Bear Republic Brewing Co.,1058638875,4.0,5.0,4.0,ADR,American Double / Imperial Stout,4.5,4.5,Big Bear Black Stout,8.1,1658
860939,2240,Papago Brewing,1234855321,2.5,3.5,3.0,hellbilly,Tripel,4.0,2.0,Oude Zuipers Tripel,11.0,47615
1283640,335,New Holland Brewing Company,1098047866,3.0,3.0,3.0,sabrills70,Pumpkin Ale,3.5,3.0,New Holland Ichabod Ale,5.5,1567
798749,380,Brasserie Castelain,1083673613,3.5,4.0,3.5,jed,Bière de Garde,3.5,3.5,Ch'ti Blonde,6.4,17369
323241,447,Pabst Brewing Company,1259420187,1.5,1.0,2.0,woodske1,American Adjunct Lager,1.5,1.5,Jacob Best Pilsner,4.73,6060
1288982,2860,Brauhaus in Spandau GmbH,1271876191,3.0,2.5,3.0,stcules,Keller Bier / Zwickel Bier,2.5,3.0,Spandauer Havelbräu Hell,5.2,43831
475441,392,Weyerbacher Brewing Co.,1169164436,4.5,3.5,3.5,tempest,Extra Special / Strong Bitter (ESB),3.5,3.5,ESB Ale,5.25,1637
1559261,345,Victory Brewing Company,1145845186,4.0,4.5,3.5,DrJay,Maibock / Helles Bock,3.5,4.0,St. Boisterous,7.4,1011
930497,287,"Bell's Brewery, Inc.",1320188505,5.0,5.0,5.0,GeoJ,American Stout,5.0,5.0,Bell's Special Double Cream Stout,6.1,2403
1342688,16104,Microbrasserie de l'ile d'Orléans,1187195604,4.0,4.0,3.5,JOaikido,American Amber / Red Ale,4.0,4.5,Ambrée à L'Érable De L'Île D'Orléans,6.0,37443
131991,5318,Port Brewing Company / Pizza Port,1310665757,4.5,3.5,4.0,TheSevenDuffs,Russian Imperial Stout,5.0,4.5,Santa's Little Helper,10.0,34203
168180,610,Bear Republic Brewing Co.,1310070894,4.5,4.5,4.0,FatBoyGotSwagger,American IPA,4.0,4.5,Racer 5 India Pale Ale,7.0,2751
481050,388,Brasserie Cantillon,1261532572,4.0,4.0,4.0,tytoanderso,Lambic - Fruit,4.0,4.5,Cantillon Lou Pepe - Kriek,5.0,3659
571555,9897,Jolly Pumpkin Artisan Ales,1296967007,3.0,3.0,5.0,Adamthome1,Saison / Farmhouse Ale,3.0,3.0,Bam Noire,4.3,38459
389090,3,Abita Brewing Co.,1267579160,4.0,3.0,4.0,optimator13,American Double / Imperial IPA,3.0,3.0,Abita Select Double IPA,9.0,56509
