Unnamed: 0,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
1279318,18639,Rapscallion,1096151736,4.0,4.5,4.0,casualone,American Strong Ale,4.0,4.0,Rapscallion Creation,9.5,6939
897439,147,Stone Brewing Co.,1070173489,4.5,4.5,5.0,beerguy101,Tripel,5.0,4.5,Sawyer's Triple,7.6,12973
770755,42,Brewery Ommegang,1298559333,4.0,4.0,4.0,SkunkWorks,Tripel,4.0,4.5,Tripel Perfection,8.9,57817
1304709,29,Anheuser-Busch,1311017218,2.5,2.0,2.0,BEERME528,American Adjunct Lager,2.5,2.5,Busch Beer,4.6,670
775326,42,Brewery Ommegang,1218093708,2.0,2.0,3.0,Overlord,Belgian Dark Ale,2.0,1.5,Chocolate Indulgence Stout,7.0,38818
179856,396,AleSmith Brewing Company,1061832491,4.5,4.5,5.0,alexgash,American Double / Imperial Stout,5.0,4.5,AleSmith Speedway Stout,12.0,3833
398200,4685,Hofbräuhaus Newport,1189546772,4.0,2.5,2.0,Floydster,Light Lager,2.0,2.5,Hofbräu Light,3.8,22636
200513,192,New Belgium Brewing,1169852360,3.0,3.0,3.0,Doppelmax,Extra Special / Strong Bitter (ESB),3.0,3.0,2° Below Winter Ale,6.6,26542
68214,339,Flying Fish Brewing Company,1282268660,4.0,3.5,4.0,mvanaskie13,American Amber / Red Ale,4.0,4.0,ESB Amber Ale,5.5,1482
385178,184,Bierbrouwerij De Koningshoeven B.V.,1156859523,4.0,4.0,4.0,nicefix,Dubbel,4.0,4.0,La Trappe Dubbel (Koningshoeven / Dominus),7.0,626
1495608,2447,Coronado Brewing Company,1240034864,4.0,3.0,4.0,yemenmocha,American Blonde Ale,2.5,2.5,Coronado Golden,5.4,14267
1254642,368,Capital Brewery,1266166488,4.0,4.0,3.5,morimech,Doppelbock,4.5,4.0,Autumnal Fire,7.8,991
1308137,29,Anheuser-Busch,1198182150,3.5,3.0,3.0,abriggs1,American Adjunct Lager,3.0,3.0,Natural Ice,5.9,653
628524,262,Shmaltz Brewing Company,1249714183,4.0,4.0,3.0,infestaxion,American Brown Ale,3.5,4.0,He'Brew Jewbelation 12,12.0,45522
1415729,139,Shipyard Brewing Co.,1164904348,4.0,3.0,3.5,lehows,American Blonde Ale,3.0,4.0,Shipyard Export Ale,5.0,1120
1510210,652,Central Waters Brewing Company,1209851661,4.0,4.0,4.0,ATLbeerDog,American Barleywine,3.0,4.5,Bourbon Barrel Barleywine,11.5,41300
1272388,2977,Brasserie Pietra,1237089256,2.5,3.0,3.5,tigg924,Vienna Lager,3.0,3.0,Amber,6.0,48477
1048392,710,Jacob Leinenkugel Brewing Company,1287011652,3.0,2.5,3.0,benyerd,Märzen / Oktoberfest,2.5,2.5,Leinenkugel's Oktoberfest,5.1,5757
1139050,863,Russian River Brewing Company,1110912472,4.5,4.0,4.0,GClarkage,American IPA,4.0,4.0,Russian River IPA,6.75,39705
1457169,2681,Oskar Blues Grill & Brew,1303619673,4.5,4.5,4.0,Mertzy,American Double / Imperial IPA,4.5,5.0,Deviant Dale's IPA,8.5,65347
911600,594,Route 66 Brewery,1057182223,3.0,3.0,3.5,MJR,American Double / Imperial IPA,3.5,3.5,Imperial Pale Ale,,6743
736548,256,Lost Coast Brewery and Cafe,1235605680,3.5,3.5,4.5,charlzm,American Porter,4.0,4.0,Chocolate Porter,,22545
847535,1636,Bethlehem Brew Works,1292125346,4.5,4.0,3.0,rdub,Saison / Farmhouse Ale,4.5,4.5,Monkey Wrench Saison,7.0,57777
1190771,10099,Dogfish Head Brewery,1237123864,3.5,3.5,3.5,tai4ji2x,American IPA,3.5,3.0,ApriHop,7.0,3951
298225,35,Boston Beer Company (Samuel Adams),1244612115,4.5,4.5,4.0,GRG1313,Bock,4.5,4.0,LongShot Traditional Bock,6.8,46923
966066,18371,Pretty Things Beer & Ale Project,1270644216,4.0,4.5,4.0,indiapaleale,Tripel,4.5,4.5,Fluffy White Rabbits,8.5,57088
1239646,6243,Philadelphia's,1217642677,2.0,3.5,2.5,RedDiamond,American Blonde Ale,2.5,2.5,Philadelphia's Brewpub Betsy Ross Golden Ale,,40083
11415,365,Pike Pub & Brewery,1302648574,4.0,4.0,3.5,SuperSpy,American IPA,4.0,4.0,Pike India Pale Ale,6.5,960
734968,256,Lost Coast Brewery and Cafe,1148867325,3.5,3.5,4.5,tonistruth,American Pale Ale (APA),4.5,4.0,Lost Coast Pale Ale,5.2,5279
1167922,10099,Dogfish Head Brewery,1214666296,3.0,2.5,2.5,Crosling,Berliner Weissbier,3.0,3.0,Festina Pêche,4.5,35720
153238,3818,Southern Tier Brewing Company,1200861557,4.0,4.5,4.0,ffejherb,American Double / Imperial IPA,4.0,4.0,Unearthly (Imperial India Pale Ale),9.5,28577
90621,140,Sierra Nevada Brewing Co.,1140481424,4.5,4.5,4.0,RichLightweight,American Pale Ale (APA),4.0,4.0,Sierra Nevada Pale Ale,5.6,276
188470,5502,Browar Amber,1164916899,4.5,3.5,4.0,lehows,Bock,4.0,4.0,Kozlak,6.5,27167
691542,252,Bayerische Staatsbrauerei Weihenstephan,1210975472,5.0,4.5,5.0,AlsationBiere,Hefeweizen,4.5,5.0,Weihenstephaner Hefeweissbier,5.4,731
1264575,112,North Coast Brewing Co.,1103646468,4.5,4.0,4.5,Dithyramb,Russian Imperial Stout,4.0,4.5,Old Rasputin Russian Imperial Stout,9.0,412
252929,1141,Brasserie Dieu Du Ciel,1258688476,4.0,4.5,3.5,ffejherb,American Stout,4.0,4.0,Aphrodisiaque,6.5,10330
642312,30,Avery Brewing Company,1111183268,4.0,4.0,4.0,RoBotGod,American Double / Imperial IPA,4.5,4.5,Maharaja,10.3,22352
1311202,29,Anheuser-Busch,1243462024,3.0,3.0,3.0,selecter70,Witbier,3.0,2.5,Shock Top Belgian White,5.2,39908
261634,357,New England Brewing Co.,1296318210,5.0,5.0,5.0,woosterbill,American Double / Imperial Stout,5.0,5.0,Coffee Infused Imperial Stout Trooper,8.5,65686
368824,22,Unibroue,1138156412,4.5,4.5,4.5,geetlord,Belgian Strong Pale Ale,4.5,4.5,Don de Dieu,9.0,694
1380907,180,Brouwerij Huyghe,1120795426,4.5,3.5,4.0,scooter231,Belgian Strong Pale Ale,4.0,4.5,Delirium Tremens,8.5,1385
776928,42,Brewery Ommegang,1251254342,4.0,4.5,4.0,Vonerichs,Quadrupel (Quad),4.0,4.0,Three Philosophers Belgian Style Blend (Quadrupel),9.8,3457
410615,694,Tröegs Brewing Company,1300312591,4.5,5.0,4.5,ccm414,American Amber / Red Ale,4.5,4.0,Tröegs Nugget Nectar,7.5,15881
162490,610,Bear Republic Brewing Co.,1195621249,3.5,4.0,4.5,Durge,Rye Beer,4.0,3.5,Hop Rod Rye,8.0,3158
633634,16105,Mayflower Brewing Company,1234663798,4.5,4.0,4.5,ppoitras,American IPA,4.5,4.0,Mayflower IPA,7.0,42007
764600,144,Sprecher Brewing Company,1291423465,3.5,4.0,4.0,Huhzubendah,Scotch Ale / Wee Heavy,3.5,4.0,Pipers Scotch-Style Ale,8.27,25258
398676,753,Brasserie Caracole,1273446377,4.5,4.0,4.5,boss302,Belgian Strong Pale Ale,4.0,4.5,Saxo,8.0,2585
998115,10707,Trader Joe's Brewing Company,1299538951,4.0,4.0,4.5,Casey10,Oatmeal Stout,4.5,4.0,Trader Joe's Stockyard Oatmeal Stout,5.0,5688
1568438,404,Dixie Brewing Co.,1044297388,4.0,3.5,4.0,oberon,Schwarzbier,4.0,3.5,Dixie Blackened Voodoo Lager,5.0,1186
1141523,863,Russian River Brewing Company,1122490979,5.0,5.0,4.5,OldSock,American Wild Ale,5.0,5.0,Supplication,7.0,22227
1221142,4,Allagash Brewing Company,1269151693,4.5,4.0,4.0,ZeroSignal,Tripel,4.0,4.5,Allagash Curieux (Bourbon Barrel-Aged Tripel),11.0,16909
341632,207,Brasserie de Rochefort,1303182177,4.5,4.5,4.0,EnemyWithin,Quadrupel (Quad),4.0,4.5,Trappistes Rochefort 10,11.3,645
1204072,674,Nelson Brewing Company,1292445199,3.5,4.0,4.0,scott451,American Pale Ale (APA),4.0,3.5,Old Brewery Pale Ale,5.5,17368
1217281,4,Allagash Brewing Company,1118100899,4.5,4.5,4.0,BrewMaster,Dubbel,4.0,4.5,Allagash Dubbel Ale,7.0,10
815784,99,Matt Brewing Company,1171340567,3.0,4.0,3.5,auxiliary,Bock,3.0,3.0,Saranac Bock,6.0,33413
1460142,2681,Oskar Blues Grill & Brew,1202102201,4.0,3.5,4.0,Riverwarrior,Scotch Ale / Wee Heavy,3.0,3.5,Old Chub - Scottish Style Ale,8.0,14712
1285231,335,New Holland Brewing Company,1292897603,4.5,4.0,4.0,tubacharlie,American Stout,4.5,4.5,New Holland Dragon's Milk Oak Barrel Ale,10.0,5428
631914,30,Avery Brewing Company,1161031563,3.5,4.0,3.5,LarryV,Belgian Pale Ale,4.0,4.0,Karma,5.2,23042
133115,5318,Port Brewing Company / Pizza Port,1214357502,3.0,4.0,3.5,ncvbc,American Amber / Red Ale,3.0,3.0,Shark Attack Double Red Ale,9.0,41421
240086,48,Brouwerij Van Steenberge N.V.,1266194914,4.5,3.5,4.0,ugaterrapin,Belgian IPA,4.0,4.5,Piraat Ale,10.5,156
874693,147,Stone Brewing Co.,1186329157,4.0,4.0,4.5,TheBierBand,American Double / Imperial IPA,4.0,4.5,Stone Ruination IPA,7.7,4083
229187,158,Great Divide Brewing Company,1325439875,4.5,4.5,4.5,MADhombrewer,Russian Imperial Stout,4.5,4.5,Barrel Aged Yeti,12.2,45250
1014952,1416,Uinta Brewing Company,1241225607,4.0,3.5,4.0,WJVII,American Pale Ale (APA),4.0,3.5,Angler's Pale Ale,5.8,10573
1504133,259,Brouwerij St. Bernardus NV,1292507083,5.0,5.0,4.0,phishgator,Belgian Strong Dark Ale,4.0,5.0,Christmas Ale,10.0,39286
491045,132,Rogue Ales,1110210216,3.0,4.0,4.5,karst,American Amber / Red Ale,3.5,4.0,St. Rogue Red,5.1,1597
553761,467,Summit Brewing Company,1315367632,4.5,4.5,4.0,shand,American Pale Ale (APA),4.0,4.5,Summit Silver Anniversary Ale,6.5,71298
