Unnamed: 0,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
1291706,15711,HaandBryggeriet,1282953424,4.0,4.0,4.5,tavernjef,American Porter,4.0,4.5,Porter,6.0,37302
74648,140,Sierra Nevada Brewing Co.,1234930809,3.5,4.5,5.0,BeanBone,American Stout,4.0,4.0,Sierra Nevada Stout,5.8,283
740158,266,Mad River Brewing Company,1225627422,3.5,4.0,4.0,beerthulhu,American Double / Imperial IPA,3.5,4.0,Steelhead Double India Pale Ale,8.6,29078
161109,3818,Southern Tier Brewing Company,1275699732,4.0,4.0,3.5,Lerxst,American Double / Imperial Stout,3.5,4.0,Creme Brulee (Imperial Milk Stout),9.6,43687
1249704,1071,Sonoran Brewing Company,1139854647,3.5,4.0,3.0,Gueuzedude,English Brown Ale,4.0,4.0,Nut Brown,,28324
1116869,141,Smuttynose Brewing Company,1311986982,4.0,4.5,3.5,celticfutblclub,Belgian IPA,4.0,4.0,Smuttynose Homunculus (Big Beer Series),9.9,35225
39007,1417,Black Sheep Brewery PLC,1241670901,5.0,4.0,4.0,AtlasBrew,English Pale Ale,4.0,4.5,Monty Python's Holy Grail Ale,4.7,3824
931140,287,"Bell's Brewery, Inc.",1263263155,4.5,4.5,4.0,jrallen34,American Double / Imperial IPA,4.5,5.0,Bell's Hopslam Ale,10.0,17112
766930,1551,Gordon Biersch Brewery Restaurant,1228780554,1.5,2.0,4.0,magictrokini,German Pilsener,2.0,1.5,Gordon Biersch Pilsner,5.3,34154
310317,35,Boston Beer Company (Samuel Adams),1038904579,3.0,2.5,4.0,ADR,Light Lager,3.0,3.0,Sam Adams Light,4.0,1503
1500777,259,Brouwerij St. Bernardus NV,1279341462,4.0,4.0,3.5,scott451,Quadrupel (Quad),4.5,4.5,St. Bernardus Abt 12,10.0,1708
1088983,812,Marin Brewing Company,1316833965,4.0,4.5,4.0,brotherloco,Wheatwine,4.0,4.0,Marin Star Brew-Triple Wheat Ale,9.2,2838
738430,826,Brasserie de l'Abbaye du Val-Dieu,1071386866,4.0,4.0,4.0,JohnnyDuvel,Belgian Pale Ale,4.0,4.5,Val-Dieu Blond,6.0,2574
465396,392,Weyerbacher Brewing Co.,1283541644,3.0,3.0,4.0,philbe311,American Amber / Red Ale,3.5,3.5,Autumn Fest,5.4,5970
1065384,787,South Shore Brewery,1191013671,2.5,2.5,2.5,ChainGangGuy,English Brown Ale,3.5,2.5,Nut Brown Ale,,3161
98232,15943,Crow Peak Brewing,1298880725,3.5,4.5,4.0,UMNbeerhunter,American Porter,4.5,3.0,Pile O' Dirt Porter,6.0,61275
1395743,13837,Ale Asylum,1156112406,5.0,4.5,4.5,Golden2wenty1,American Amber / Red Ale,4.5,5.0,Ambergeddon,6.8,31117
104228,18393,Micro Cervejaria Bamberg,1260618921,5.0,4.5,4.5,pedrufa,Czech Pilsener,4.5,5.0,Tcheca,5.4,47409
203258,192,New Belgium Brewing,1237260570,4.5,4.0,4.0,twelvsies,Belgian Dark Ale,4.0,4.0,1554 Enlightened Black Ale,5.6,1914
267614,68,Flying Dog Brewery,1309831838,3.5,3.0,4.0,Hopfenpeter,American Pale Ale (APA),3.5,4.0,Doggie Style Classic Pale Ale,5.5,1213
577588,2210,Firestone Walker Brewing Co.,1303870093,4.0,3.5,4.0,Florida9,American Porter,4.0,4.0,Walker's Reserve - Porter,5.8,6371
1017013,39,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,1046782153,4.5,4.5,4.5,bierman2000,Doppelbock,4.5,4.0,Ayinger Celebrator Doppelbock,6.7,131
516797,113,Samuel Smith Old Brewery (Tadcaster),1323319181,4.0,4.0,4.0,ONUMello,English Strong Ale,4.0,4.0,Samuel Smith's Yorkshire Stingo,9.0,46749
1575438,4049,Cannery Brewing Company,1192504194,4.0,3.5,4.0,ablaze,American Porter,3.5,4.0,Blackberry Porter,6.5,14981
53792,81,Heineken Nederland B.V.,1282676846,3.5,2.0,3.0,BeerNemesis,Euro Pale Lager,3.5,2.5,Heineken Lager Beer,5.0,246
1579844,13605,Le Trou Du Diable,1281716693,4.0,4.0,4.0,bobsy,Belgian Strong Dark Ale,3.0,4.0,La Grivoise De Noel,7.5,54873
812566,99,Matt Brewing Company,1145065881,4.0,4.0,4.0,plaid75,Schwarzbier,3.5,4.0,Saranac Black Forest,5.5,321
447508,590,New Glarus Brewing Company,1297736543,5.0,4.0,2.5,vette2006c5r,Fruit / Vegetable Beer,5.0,4.5,Raspberry Tart,4.0,1585
991308,208,Brouwerij Westmalle,1221545757,4.0,4.5,5.0,Roeters,Tripel,4.0,4.0,Westmalle Trappist Tripel,9.5,646
948733,287,"Bell's Brewery, Inc.",1154531902,2.5,3.0,3.0,unklesyd,Belgian Strong Dark Ale,3.0,3.0,Hell Hath No Fury Ale,7.7,20604
1531163,45,Brooklyn Brewery,1254755708,3.5,4.0,3.5,cvfish,Pumpkin Ale,3.0,3.5,Post Road Pumpkin Ale,5.0,74
285945,35,Boston Beer Company (Samuel Adams),1205697099,1.0,3.0,2.5,atigerlife,American Strong Ale,2.5,1.0,Samuel Adams Triple Bock,17.5,111
768460,42,Brewery Ommegang,1269791159,5.0,4.0,4.5,Patrick999,Belgian Pale Ale,5.0,4.5,Ommegang BPA (Belgian-style Pale Ale),6.2,56875
542830,2372,Terrapin Beer Company,1302401191,3.5,4.0,3.5,bonkers,Saison / Farmhouse Ale,4.0,3.5,Terrapin TomFoolery,7.3,66063
671813,651,Ithaca Beer Company,1207612206,4.5,3.5,4.0,Deuane,American Strong Ale,4.5,4.0,TEN,10.0,41384
976563,10397,Sly Fox Brewing Company,1148088815,3.5,4.0,4.0,ppoitras,Quadrupel (Quad),3.5,3.5,Ichor,10.0,29730
1066729,1140,Pratt Street Ale House,1308692858,4.0,3.5,3.5,oline73,Extra Special / Strong Bitter (ESB),4.0,4.0,Stillwater/Oliver Channel Crossing #4,6.8,70053
1328913,26,Three Floyds Brewing Co. & Brewpub,1264727087,4.5,4.0,3.5,zeff80,American IPA,4.0,4.0,Broo Doo,7.0,29127
