Unnamed: 0,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
1016484,178,J.W. Lees & Co (Brewers) Ltd,1106417736,2.5,3.0,2.0,Rastacouere,English Barleywine,2.5,3.0,J.W. Lees Harvest Ale (Port Cask),11.5,25063
423989,697,Kiuchi Brewery,1308628913,3.5,3.5,3.5,KickInTheChalice,Belgian Strong Dark Ale,3.5,4.0,Hitachino Nest Extra High (XH),8.0,7728
485691,10049,Kamloops Brewery Ltd,1221448554,2.5,2.5,3.0,BigBry,English Dark Mild Ale,2.5,2.5,KB Double Chocolate Ale Second Edition,5.0,40971
521058,113,Samuel Smith Old Brewery (Tadcaster),1242098593,4.0,3.0,3.0,matty,English Porter,4.0,4.0,"Samuel Smith's, The Famous Taddy Porter",5.0,572
414759,73,Great Lakes Brewing Company,1146978057,3.0,3.5,4.0,Ricochet,Dortmunder / Export Lager,4.0,4.0,Great Lakes Dortmunder Gold,5.8,228
1153870,454,Arcadia Brewing Company,1295544892,4.5,4.0,4.0,SupaCelt,American Black Ale,4.0,4.0,Arcadia B-Craft Black IPA,8.5,60469
1268490,203,Greene King / Morland Brewery,1079897302,3.0,3.5,3.0,watermelonman,Cream Ale,3.5,3.5,Wexford Irish Cream Ale,5.0,2635
155734,3818,Southern Tier Brewing Company,1231723278,4.5,4.5,4.5,lessthanhadley,American Double / Imperial Stout,4.0,5.0,Choklat,11.0,40058
554536,467,Summit Brewing Company,1320528777,4.0,3.5,4.0,Kbogac,American Black Ale,4.0,4.0,Summit Black Ale,6.5,74759
178724,24453,Intuition Ale Works,1312469735,3.0,3.0,3.5,azorie,Belgian Pale Ale,3.5,3.0,Golden Spiral,5.3,66446
1277244,506,Grolsch Bierbrouwerij N.V.,1042452081,4.5,3.5,3.5,SubPop77,Euro Pale Lager,4.0,4.0,Grolsch Premium Lager,5.0,1426
1494268,613,Bitburger Brauerei,1142294465,2.0,2.5,4.0,ckkrafty,German Pilsener,4.0,2.5,Bitburger Premium Pils,4.8,1641
655383,57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",1089998626,2.0,2.0,2.0,guinness33,American Adjunct Lager,2.0,1.5,Carta Blanca,4.5,1284
750738,148,Belhaven Brewery Company Ltd.,1173239250,2.5,3.0,3.5,northyorksammy,English India Pale Ale (IPA),3.0,2.5,Belhaven Twisted Thistle IPA,5.3,25989
1382727,47,Brouwerij Boon,1151984173,4.0,3.0,4.5,EPICAC,Lambic - Fruit,3.5,3.0,Boon Kriek,5.0,2426
649659,30,Avery Brewing Company,1238274378,3.5,4.0,3.5,albern,American Porter,3.5,3.5,New World Porter,6.7,5722
1584331,41,Brouwerij Corsendonk,1171161928,4.0,3.5,4.5,BeerHonky,Tripel,3.5,3.0,Corsendonk Agnus / Abbey Pale Ale,7.5,139
858532,13307,Mikkeller ApS,1204686821,4.0,4.0,4.0,bkilpatr,Belgian Strong Dark Ale,4.5,4.5,Santa's Little Helper 2007,11.0,40849
1077454,119,Otter Creek Brewing / Wolaver's,1224103844,4.5,3.5,3.0,generallee,American Amber / Red Ale,4.0,3.5,Otter Creek Oktoberfest,4.8,1548
916138,9558,Brown's Brewing Company,1249690960,4.0,4.0,5.0,clickpush,Extra Special / Strong Bitter (ESB),4.0,3.5,Brown's ESB,5.0,22376
1060698,393,Heavyweight Brewing Co.,1126237734,4.5,4.0,4.5,santoslhalper,Baltic Porter,5.0,4.5,Perkuno's Hammer Imperial Porter,8.0,1144
1347729,7281,Brauerei Hainfeld Karl Riedmüller GmbH & Co. KG,1206046575,4.0,3.0,3.0,Globetrotter,Munich Helles Lager,4.0,4.0,Hainfelder Lagerbier Hell,5.0,41691
1515114,4686,Hofbräuhaus München,1271219922,4.0,2.0,4.0,Krevee,Munich Helles Lager,4.0,3.5,Hofbräu Original,5.1,3062
358217,11977,Howe Sound Inn & Brewing Company,1261532086,4.0,3.5,4.5,emerge077,English India Pale Ale (IPA),4.0,4.0,Devil's Elbow IPA,5.7,25178
585303,2015,Golden Valley Brewery and Pub,1061165589,3.5,3.5,5.0,beerguy101,American Amber / Red Ale,4.0,4.0,Red Thistle Ale,5.4,7493
1387278,13664,Birrificio Sguaraunda,1160592465,1.5,2.0,3.0,stcules,Smoked Beer,1.5,1.5,La Bergamasca Nera Affumicata,6.5,33185
744867,7730,Nøgne Ø - Det Kompromissløse Bryggeri A/S,1229476398,4.5,4.0,4.0,Beerenauslese,Herbed / Spiced Beer,4.0,4.5,Underlig Jul,6.5,20607
