Unnamed: 0,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
1377529,1432,Jackie O's Pub & Brewery,1293684369,3.5,2.5,3.0,MbpBugeye,American Porter,4.0,3.5,Bourbon Barrel-Aged Route 33 Collaboration Porter,9.2,64873
217287,13667,Starr Hill Brewery,1258276460,4.0,4.0,4.0,KickbacksSteve,American IPA,4.0,4.0,Northern Lights IPA,6.5,19922
440491,681,Brasserie de l'Abbaye des Rocs s.a.,1214347155,4.0,4.5,3.0,BMoney575,Belgian Strong Dark Ale,5.0,4.5,Abbaye Des Rocs Grand Cru Belgian Special Brown,9.5,26277
1037635,100,McNeill's Brewery,1173055034,3.0,4.0,4.0,far333,American Amber / Red Ale,3.5,3.5,McNeill's Ruby Ale,5.7,1509
447987,590,New Glarus Brewing Company,1176007694,5.0,4.5,4.5,badbeer,Fruit / Vegetable Beer,4.5,5.0,Raspberry Tart,4.0,1585
918164,160,Wychwood Brewery Company Ltd,1203226588,4.5,4.0,4.5,BeerSox,English Pale Ale,4.0,4.0,WychCraft,4.5,27190
401415,694,Tröegs Brewing Company,1235531167,4.0,3.5,4.5,Hophead101,Oatmeal Stout,4.0,4.0,Scratch Beer 15 - 2008,6.0,45781
1257894,112,North Coast Brewing Co.,1110788541,4.0,3.0,3.0,donnebaby,American Pale Ale (APA),3.0,3.5,ACME California Pale Ale,5.0,406
241579,48,Brouwerij Van Steenberge N.V.,1211468914,3.5,4.0,3.5,MAB,Belgian Strong Dark Ale,4.0,3.5,Gulden Draak (Dark Triple),10.5,155
1450448,213,Narragansett Brewing Co.,1317001044,4.0,4.0,4.0,Bung,Märzen / Oktoberfest,3.5,3.5,Narragansett Fest,5.5,61577
283128,35,Boston Beer Company (Samuel Adams),1228600052,4.0,4.0,4.5,colts9016,English Porter,3.5,4.5,Samuel Adams Honey Porter,5.45,2684
1422670,1872,McKenzie Brew House,1084724976,5.0,5.0,4.5,nomad,Belgian Strong Dark Ale,4.5,4.5,Grand Cru (Belgian Xmas),10.4,16935
872349,147,Stone Brewing Co.,1325211410,4.0,4.0,5.0,MrVonzipper,American IPA,4.0,4.0,The Alchemist / Ninkasi / Stone - More Brown Than Black IPA,7.4,76525
1346269,201,Brouwerij De Dolle Brouwers,1301789587,4.5,4.0,4.5,skandha,Belgian Strong Pale Ale,4.0,4.5,De Dolle Arabier,8.0,633
420760,73,Great Lakes Brewing Company,1321580520,3.5,3.5,3.5,mltobin,American Pale Ale (APA),4.0,3.5,Great Lakes Burning River Pale Ale,6.0,225
432574,1620,Dunedin Brewery,1227490746,4.0,4.0,4.0,tmoneyba,American Brown Ale,4.0,4.0,Dunedin Bier De Café,,39814
212660,1491,Cerveceria Costa Rica,1138831185,3.0,3.0,3.0,Mebuzzard,American Adjunct Lager,3.0,3.0,Imperial,4.6,3940
1052093,3313,Brouwerij Kerkom,1201565958,3.0,3.5,4.0,Gueuzedude,Belgian Strong Dark Ale,4.0,3.5,Bink Winterkoninkske,8.3,7715
753042,3091,Frederic Robinson Limited,1090638816,2.0,1.5,3.0,bnuttz,English Barleywine,3.0,2.5,Old Tom,8.5,8038
1245165,209,Guinness Ltd.,1303797393,4.5,4.5,4.0,Keblar,Foreign / Export Stout,4.5,4.5,Guinness Foreign Extra Stout,7.5,752
1316612,28,Anchor Brewing Company,1265768307,4.0,4.5,4.5,j37geogaddi,English Barleywine,4.5,5.0,Anchor Old Foghorn,8.2,1445
113165,716,Asahi Breweries Ltd,1325475782,3.0,3.0,4.0,HopHead84,Japanese Rice Lager,3.5,3.0,Asahi Super Dry,5.0,2779
709970,1471,Dark Horse Brewing Company,1273199405,4.0,4.0,4.0,jlindros,Scotch Ale / Wee Heavy,4.0,4.5,Dark Horse Scotty Karate Scotch Ale,9.75,28039
49095,394,Stoudts Brewing Co.,1161991443,4.5,4.0,4.0,jpm30,Munich Helles Lager,4.0,4.0,Stoudt's Gold Lager,5.0,2106
1437066,63,Deschutes Brewery,1324176164,4.0,4.0,3.0,scottfrie,American Porter,4.0,4.0,Black Butte XX,11.0,42836
1549730,345,Victory Brewing Company,1233206312,4.0,4.0,3.5,cvfish,Russian Imperial Stout,4.5,4.0,Storm King Stout,9.1,1013
351594,306,Coors Brewing Company,1147827078,3.0,2.5,2.5,rabsten,American Adjunct Lager,2.5,3.0,Coors,5.0,1276
830933,267,Odell Brewing Company,1128900850,4.0,3.5,4.0,hoffman,American Porter,4.0,4.0,Odell Cutthroat Porter,5.1,738
1299893,29,Anheuser-Busch,1259733008,3.5,4.0,3.5,EagleTalon,American IPA,3.5,3.0,Michelob Rye P.A.,5.9,52776
1052836,84,Hofbräu Kaltenhausen (Brau Union),1290728647,4.0,4.5,4.0,biboergosum,Hefeweizen,4.0,4.5,Edelweiss Weissbier,5.4,249
429428,156,Tommyknocker Brewery,1299439032,3.5,2.5,3.0,roddwolff,American Pale Wheat Ale,3.0,3.5,Jack Whacker Wheat Ale,4.7,116
600792,1549,Goose Island Beer Co.,1293833744,3.0,2.5,4.0,jrallen34,American Double / Imperial IPA,3.5,3.0,Hibernation Imperial IPA,8.1,64062
946882,287,"Bell's Brewery, Inc.",1160344925,4.0,2.5,4.0,jcdiflorio,Märzen / Oktoberfest,3.5,3.0,Bell's Octoberfest Beer,5.5,32695
1200083,9629,Short's Brewing Company,1267429808,3.5,3.5,4.0,JohnGalt1,American Double / Imperial IPA,4.0,4.0,Short's Good Feller,10.0,37124
1001620,435,Minhas Craft Brewery,1271283509,4.0,3.0,3.5,alexgash,German Pilsener,3.5,3.0,Simpler Times Pilsner,5.5,45325
1251513,9,Whitbread PLC,1143422170,5.0,4.5,3.5,dauss,Milk / Sweet Stout,4.0,3.5,Mackeson Stout,3.0,17237
422055,73,Great Lakes Brewing Company,1128127358,4.5,5.0,5.0,ClearDog,American Porter,4.5,4.5,Great Lakes Edmund Fitzgerald Porter,5.8,226
853311,13307,Mikkeller ApS,1323316773,4.5,4.0,4.0,superspak,Belgian Strong Dark Ale,5.0,4.5,Santa's Little Helper 2010,10.9,63588
1106244,784,Tyranena Brewing Company,1228358984,4.0,4.5,4.0,jasonjlewis,American Porter,3.5,4.5,Dirty Old Man Imperial Rye Porter,7.9,40936
1027901,103,"Middle Ages Brewing Co., Ltd.",1099351066,4.0,4.0,4.0,NEhophead,American Barleywine,4.0,3.5,Druid Fluid,9.5,1894
385156,184,Bierbrouwerij De Koningshoeven B.V.,1174612414,5.0,3.0,3.5,BeerZack,Dubbel,4.0,3.5,La Trappe Dubbel (Koningshoeven / Dominus),7.0,626
1324735,20,Wachusett Brewing Company,1277398971,4.0,4.0,4.0,TMoney2591,American Double / Imperial IPA,4.0,4.5,Wachusett Larry,7.5,51428
1037725,100,McNeill's Brewery,1256336749,3.5,4.0,4.5,mountdew1,Oatmeal Stout,3.5,3.0,McNeill's Oatmeal Stout,4.9,322
13885,24445,Haymarket Pub & Brewery,1315368463,4.0,3.5,4.5,AgentZero,American Double / Imperial IPA,4.0,4.0,Ombibulous Double IPA,7.0,65403
200119,192,New Belgium Brewing,1290390331,4.0,3.5,3.5,drpimento,Extra Special / Strong Bitter (ESB),4.0,3.5,2° Below Winter Ale,6.6,26542
1299161,29,Anheuser-Busch,1276672948,1.5,1.0,1.5,Lolli1315,Light Lager,1.5,1.0,Natural Light,4.2,1524
514029,634,Brouwerij Van Eecke N.V.,1208665676,3.0,3.5,2.0,JBogan,Belgian Dark Ale,2.0,3.5,Kapittel Pater,6.0,11867
680805,741,"Lakefront Brewery, Inc.",1290049783,4.0,4.5,4.0,RonfromJersey,American Amber / Red Lager,4.0,4.0,Riverwest Stein Beer,5.68,2219
209662,192,New Belgium Brewing,1312591266,4.0,5.0,4.5,LeeryLeprechaun,American IPA,4.0,4.0,Ranger,6.5,55081
340894,207,Brasserie de Rochefort,1171575778,4.5,4.5,4.0,stulowitz,Quadrupel (Quad),4.5,4.5,Trappistes Rochefort 10,11.3,645
1019257,402,Old Dominion Brewing Company,1187803269,4.0,4.0,3.5,far333,American Stout,3.5,4.0,Dominion Oak Barrel Stout,6.1,1192
